word	menukad	lex	unvocalized_lex	POS	Prefix	Gender	Number	Person	Status	Tense	Binyan	Suffix	Suf_Gender	Suf_Number	Suf_Person	fAramaic	no_pipe_menukad	no_prefix_menukad
וה|דוד	וְהַ|דּוֹד	דּוֹד	דוד	NOUN	CONJUNCTION+DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	וְהַדּוֹד	דּוֹד

אירגנו	אִרְגְּנוּ	ארגן	ארגן	VERB		MASCULINEFEMININE	PLURAL	PERSON_3		PAST	BINYAN_PIEL					False	אִרְגְּנוּ	אִרְגְּנוּ
ערב	עֶרֶב	עֶרֶב	ערב	NOUN		MASCULINE	SINGULAR		CONSTRUCT							False	עֶרֶב	עֶרֶב
ריקודים	רִקּוּדִים	רִקּוּד	ריקוד	NOUN		MASCULINE	PLURAL		ABSOLUTE							False	רִקּוּדִים	רִקּוּדִים
.	.			PUNCTUATION												False	.	.

בחורות	בַּחוּרוֹת	בַּחוּרָה	בחורה	NOUN		FEMININE	PLURAL		ABSOLUTE							False	בַּחוּרוֹת	בַּחוּרוֹת
אין	אֵין	אֵין	אין	PREFIX												False	אֵין	אֵין
סוף	סוֹף	סוֹף	סוף	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	סוֹף	סוֹף

עם	עִם	עִם	עם	PREPOSITION												False	עִם	עִם
או	אוֹ	אוֹ	או	CONJUNCTION												False	אוֹ	אוֹ
בלי	בְּלִי	בְּלִי	בלי	PREPOSITION												False	בְּלִי	בְּלִי
מחשוף	מַחְשׂוֹף	מַחְשׂוֹף	מחשוף	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	מַחְשׂוֹף	מַחְשׂוֹף

נהרו	נָהֲרוּ	נהר	נהר	VERB		MASCULINEFEMININE	PLURAL	PERSON_3		PAST	BINYAN_PAAL					False	נָהֲרוּ	נָהֲרוּ
ל|בית	לְ|בֵית	בַּיִת	בית	NOUN	PREPOSITION	MASCULINE	SINGULAR		CONSTRUCT							False	לְבֵית	בֵּית
ב|מאות	בַּ|מֵּאוֹת	מֵאָה	מאה	NOUN	DEFINITEARTICLE+PREPOSITION	FEMININE	PLURAL		ABSOLUTE							False	בַּמֵּאוֹת	מֵאוֹת
.	.			PUNCTUATION												False	.	.

כל	כׇּל	כֹּל	כול	QUANTIFIER					CONSTRUCT							False	כׇּל	כׇּל
אנשי	אַנְשֵׁי	אִישׁ	איש	NOUN		MASCULINE	PLURAL		CONSTRUCT							False	אַנְשֵׁי	אַנְשֵׁי
ה|שיק	הַ|שֵּׁק	שֵׁק	שק	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַשֵּׁק	שֵׁק

כל	כׇּל	כֹּל	כול	QUANTIFIER					CONSTRUCT							False	כׇּל	כׇּל
ה|מי	הַ|מִּי	מִי	מי	PRONOUN	DEFINITEARTICLE		SINGULAR	PERSON_3								False	הַמִּי	מִי
ו|מיק	וּ|מַיְק	מַיְק	מיק	PROPERNAME	CONJUNCTION											False	וּמַיְק	מַיְק

נפגשו	נִפְגְּשׁוּ	פגשׁ	פגשׁ	VERB		MASCULINEFEMININE	PLURAL	PERSON_3		PAST	BINYAN_NIFAL					False	נִפְגְּשׁוּ	נִפְגְּשׁוּ
אצל	אֵצֶל	אֵצֶל	אצל	PREPOSITION												False	אֵצֶל	אֵצֶל
ה|דודה	הַ|דּוֹדָה	דּוֹדָה	דודה	NOUN	DEFINITEARTICLE	FEMININE	SINGULAR		ABSOLUTE							False	הַדּוֹדָה	דּוֹדָה
וה|דוד	וְהַ|דּוֹד	דּוֹד	דוד	NOUN	CONJUNCTION+DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	וְהַדּוֹד	דּוֹד
.	.			PUNCTUATION												False	.	.

אצל	אֵצֶל	אֵצֶל	אצל	PREPOSITION												False	אֵצֶל	אֵצֶל
ה|דודה	הַ|דּוֹדָה	דּוֹדָה	דודה	NOUN	DEFINITEARTICLE	FEMININE	SINGULAR		ABSOLUTE							False	הַדּוֹדָה	דּוֹדָה
וה|דוד	וְהַ|דּוֹד	דּוֹד	דוד	NOUN	CONJUNCTION+DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	וְהַדּוֹד	דּוֹד

חגיגה	חֲגִיגָה	חֲגִיגָה	חגיגה	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	חֲגִיגָה	חֲגִיגָה
כזאת	כָּזֹאת	זֶה	זה	PRONOUN		FEMININE	SINGULAR	PERSON_3								False	כָּזֹאת	כָּזֹאת
עוד	עוֹד	עוֹד	עוד	ADVERB												False	עוֹד	עוֹד
לא	לֹא	לֹא	לא	NEGATION												False	לֹא	לֹא
היתה	הָיְתָה	היי	היי	COPULA		FEMININE	SINGULAR	PERSON_3		PAST						False	הָיְתָה	הָיְתָה
.	.			PUNCTUATION												False	.	.

אצל	אֵצֶל	אֵצֶל	אצל	PREPOSITION												False	אֵצֶל	אֵצֶל
ה|דודה	הַ|דּוֹדָה	דּוֹדָה	דודה	NOUN	DEFINITEARTICLE	FEMININE	SINGULAR		ABSOLUTE							False	הַדּוֹדָה	דּוֹדָה
וה|דוד	וְהַ|דּוֹד	דּוֹד	דוד	NOUN	CONJUNCTION+DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	וְהַדּוֹד	דּוֹד

עד	עַד	עַד	עד	PREPOSITION												False	עַד	עַד
ל|שעות	לִ|שְׁעוֹת	שָׁעָה	שעה	NOUN	PREPOSITION	FEMININE	PLURAL		CONSTRUCT							False	לִשְׁעוֹת	שְׁעוֹת
ה|בוקר	הַ|בֹּקֶר	בֹּקֶר	בוקר	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַבֹּקֶר	בֹּקֶר
נמשכה	נִמְשְׁכָה	משׁך	משׁך	VERB		FEMININE	SINGULAR	PERSON_3		PAST	BINYAN_NIFAL					False	נִמְשְׁכָה	נִמְשְׁכָה
.	.			PUNCTUATION												False	.	.

תסרוקות	תִּסְרוֹקוֹת	תִּסְרֹקֶת	תסרוקת	NOUN		FEMININE	PLURAL		ABSOLUTE							False	תִּסְרוֹקוֹת	תִּסְרוֹקוֹת
רקדו	רָקְדוּ	רקד	רקד	VERB		MASCULINEFEMININE	PLURAL	PERSON_3		PAST	BINYAN_PAAL					False	רָקְדוּ	רָקְדוּ

משקאות	מַשְׁקָאוֹת	מַשְׁקֶה	משקה	NOUN		MASCULINE	PLURAL		ABSOLUTE							False	מַשְׁקָאוֹת	מַשְׁקָאוֹת
רוקנו	רוֹקְנוּ	רקן	רקן	VERB		MASCULINEFEMININE	PLURAL	PERSON_3		PAST	BINYAN_PIEL					False	רוֹקְנוּ	רוֹקְנוּ

אנשים	אֲנָשִׁים	אִישׁ	איש	NOUN		MASCULINE	PLURAL		ABSOLUTE							False	אֲנָשִׁים	אֲנָשִׁים
נתלו	נִתְלוּ	תלי	תלי	VERB		MASCULINEFEMININE	PLURAL	PERSON_3		PAST	BINYAN_NIFAL					False	נִתְלוּ	נִתְלוּ
על	עַל	עַל	על	PREPOSITION												False	עַל	עַל
קירות	קִירוֹת	קִיר	קיר	NOUN		MASCULINE	PLURAL		ABSOLUTE							False	קִירוֹת	קִירוֹת
.	.			PUNCTUATION												False	.	.

תקליטים	תַּקְלִיטִים	תַּקְלִיט	תקליט	NOUN		MASCULINE	PLURAL		ABSOLUTE							False	תַּקְלִיטִים	תַּקְלִיטִים
כ|סחו	כְּ|סָחוֹ	סָח	סח	NOUN	PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE			POSSESIVEPRONOUN	SUF_GENDER_MASCULINE	SUF_NUMBER_SINGULAR	SUF_PERSON_3	False	כְּסָחוֹ	סָחוֹ

ה|שכנים	הַ|שְּׁכֵנִים	שָׁכֵן	שכן	NOUN	DEFINITEARTICLE	MASCULINE	PLURAL		ABSOLUTE							False	הַשְּׁכֵנִים	שְׁכֵנִים
צרחו	צָרְחוּ	צרח	צרח	VERB		MASCULINEFEMININE	PLURAL	PERSON_3		PAST	BINYAN_PAAL					False	צָרְחוּ	צָרְחוּ

וה|כל	וְהַ|כֹּל	כֹּל	כול	NOUN	CONJUNCTION+DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	וְהַכֹּל	כֹּל
אצל	אֵצֶל	אֵצֶל	אצל	PREPOSITION												False	אֵצֶל	אֵצֶל
ה|דודה	הַ|דּוֹדָה	דּוֹדָה	דודה	NOUN	DEFINITEARTICLE	FEMININE	SINGULAR		ABSOLUTE							False	הַדּוֹדָה	דּוֹדָה
וה|דוד	וְהַ|דּוֹד	דּוֹד	דוד	NOUN	CONJUNCTION+DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	וְהַדּוֹד	דּוֹד
.	.			PUNCTUATION												False	.	.

אצל	אֵצֶל	אֵצֶל	אצל	PREPOSITION												False	אֵצֶל	אֵצֶל
ה|דודה	הַ|דּוֹדָה	דּוֹדָה	דודה	NOUN	DEFINITEARTICLE	FEMININE	SINGULAR		ABSOLUTE							False	הַדּוֹדָה	דּוֹדָה
וה|דוד	וְהַ|דּוֹד	דּוֹד	דוד	NOUN	CONJUNCTION+DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	וְהַדּוֹד	דּוֹד

הם	הֵם	הוּא	הוא	PRONOUN		MASCULINE	PLURAL	PERSON_3								False	הֵם	הֵם
עמדו	עָמְדוּ	עמד	עמד	VERB		MASCULINEFEMININE	PLURAL	PERSON_3		PAST	BINYAN_PAAL					False	עָמְדוּ	עָמְדוּ
ב|פתח	בַּ|פֶּתַח	פֶּתַח	פתח	NOUN	DEFINITEARTICLE+PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE							False	בַּפֶּתַח	פֶּתַח
ה|מומים	הֲ|מוּמִים	מוּם	מום	NOUN	INTERROGATIVE	MASCULINE	PLURAL		ABSOLUTE							False	הֲמוּמִים	מוּמִים
.	.			PUNCTUATION												False	.	.

אצל	אֵצֶל	אֵצֶל	אצל	PREPOSITION												False	אֵצֶל	אֵצֶל
ה|דודה	הַ|דּוֹדָה	דּוֹדָה	דודה	NOUN	DEFINITEARTICLE	FEMININE	SINGULAR		ABSOLUTE							False	הַדּוֹדָה	דּוֹדָה
וה|דוד	וְהַ|דּוֹד	דּוֹד	דוד	NOUN	CONJUNCTION+DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	וְהַדּוֹד	דּוֹד

הם	הֵם	הוּא	הוא	PRONOUN		MASCULINE	PLURAL	PERSON_3								False	הֵם	הֵם
הקדימו	הִקְדִּימוּ	קדם	קדם	VERB		MASCULINEFEMININE	PLURAL	PERSON_3		PAST	BINYAN_HIFIL					False	הִקְדִּימוּ	הִקְדִּימוּ
ב|כמה	בְּ|כַמָּה	כַּמָּה	כמה	QUANTIFIER	PREPOSITION				ABSOLUTECONSTRUCT							False	בְּכַמָּה	כַּמָּה
ימים	יָמִים	יוֹם	יום	NOUN		MASCULINE	PLURAL		ABSOLUTE							False	יָמִים	יָמִים
.	.			PUNCTUATION												False	.	.

תוך	תּוֹךְ	תּוֹךְ	תוך	PREFIX												False	תּוֹךְ	תּוֹךְ
דקה	דַּקָּה	דַּקָּה	דקה	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	דַּקָּה	דַּקָּה
ו|שליש	וּ|שְׁלִישׁ	שְׁלוֹשָׁה	שלושה	NUMERAL	CONJUNCTION	MASCULINE	SINGULAR		ABSOLUTECONSTRUCT							False	וּשְׁלִישׁ	שְׁלִישׁ

לא	לֹא	לֹא	לא	NEGATION												False	לֹא	לֹא
נותר	נוֹתַר	יתר	יתר	VERB		MASCULINE	SINGULAR	PERSON_3		PAST	BINYAN_NIFAL					False	נוֹתַר	נוֹתַר
שם	שָׁם	שָׁם	שם	ADVERB												False	שָׁם	שָׁם
איש	אִישׁ	אִישׁ	איש	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	אִישׁ	אִישׁ

הסתלקו	הִסְתַּלְּקוּ	סלק	סלק	VERB		MASCULINEFEMININE	PLURAL	PERSON_3		PAST	BINYAN_HITPAEL					False	הִסְתַּלְּקוּ	הִסְתַּלְּקוּ
ב|אופן	בְּ|אֹפֶן	אֹפֶן	אופן	NOUN	PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE							False	בְּאֹפֶן	אֹפֶן
אצילי	אֲצִילִי	אֲצִילִי	אצילי	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	אֲצִילִי	אֲצִילִי
.	.			PUNCTUATION												False	.	.

ו|אם	וְ|אִם	אִם	אם	CONJUNCTION	CONJUNCTION											False	וְאִם	אִם
אותי	אוֹתִי	אֶת	את	AT_PREP								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	אוֹתִי	אוֹתִי
תשאל	תִּשְׁאַל	שׁאל	שׁאל	VERB		MASCULINE	SINGULAR	PERSON_2		FUTURE	BINYAN_PAAL					False	תִּשְׁאַל	תִּשְׁאַל

אז	אָז	אָז	אז	ADVERB												False	אָז	אָז
זה	זֶה	זֶה	זה	PRONOUN		MASCULINE	SINGULAR	PERSON_3								False	זֶה	זֶה
די	דֵּי	דַּי	די	QUANTIFIER					CONSTRUCT							False	דֵּי	דֵּי
מזל	מַזָּל	מַזָּל	מזל	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	מַזָּל	מַזָּל

ש|הם	שֶׁ|הֵם	הוּא	הוא	PRONOUN	RELATIVIZIER_SUBORDINATINGCONJUNCTION	MASCULINE	PLURAL	PERSON_3								False	שֶׁהֵם	הֵם
לא	לֹא	לֹא	לא	NEGATION												False	לֹא	לֹא
ה|דודה	הַ|דּוֹדָה	דּוֹדָה	דודה	NOUN	DEFINITEARTICLE	FEMININE	SINGULAR		ABSOLUTE							False	הַדּוֹדָה	דּוֹדָה
וה|דוד	וְהַ|דּוֹד	דּוֹד	דוד	NOUN	CONJUNCTION+DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	וְהַדּוֹד	דּוֹד
שלי	שֶׁלִּי	שֶׁל	של	SHEL_PREP								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	שֶׁלִּי	שֶׁלִּי
.	.			PUNCTUATION												False	.	.



#	#			PUNCTUATION												False	#	#
#	#			PUNCTUATION												False	#	#
#	#			PUNCTUATION												False	#	#
אין	אֵין	אֵין	אין	NEGATION												False	אֵין	אֵין
מוצא	מוֹצָא	מוֹצָא	מוצא	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	מוֹצָא	מוֹצָא
/	/			PUNCTUATION												False	/	/
אדם	אָדָם	אָדָם	אדם	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	אָדָם	אָדָם

משוטט	מְשׁוֹטֵט	מְשׁוֹטֵט	משוטט	PARTICIPLE		MASCULINE	SINGULAR	PERSON_ANY	ABSOLUTE		BINYAN_PIEL					False	מְשׁוֹטֵט	מְשׁוֹטֵט
ב|רחוב	בָּ|רְחוֹב	רְחוֹב	רחוב	NOUN	DEFINITEARTICLE+PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE							False	בָּרְחוֹב	רְחוֹב
ב|מתח	בְּ|מֶתַח	מֶתַח	מתח	NOUN	PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE							False	בְּמֶתַח	מֶתַח
,	,			PUNCTUATION												False	,	,
תר	תָּר	תור	תור	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	תָּר	תָּר
ב|כל	בְּ|כׇל	כֹּל	כול	QUANTIFIER	PREPOSITION				CONSTRUCT							False	בְּכׇל	כׇּל
חלון	חַלּוֹן	חַלּוֹן	חלון	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	חַלּוֹן	חַלּוֹן

נערות	נְעָרוֹת	נַעֲרָה	נערה	NOUN		FEMININE	PLURAL		ABSOLUTE							False	נְעָרוֹת	נְעָרוֹת
עומדות	עוֹמְדוֹת	עמד	עמד	VERB		FEMININE	PLURAL	PERSON_ANY		PRESENT	BINYAN_PAAL					False	עוֹמְדוֹת	עוֹמְדוֹת
ב|פתח	בְּ|פֶתַח	פֶּתַח	פתח	NOUN	PREPOSITION	MASCULINE	SINGULAR		CONSTRUCT							False	בְּפֶתַח	פֶּתַח
ב|עיני	בְּ|עֵינֵי	עַיִן	עין	NOUN	PREPOSITION	FEMININE	PLURAL		CONSTRUCT							False	בְּעֵינֵי	עֵינֵי
נאון	נֵאוֹן	נֵאוֹן	נאון	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	נֵאוֹן	נֵאוֹן

עיר	עִיר	עִיר	עיר	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	עִיר	עִיר
קורצת	קוֹרֶצֶת	קוֹרֵץ	קורץ	PARTICIPLE		FEMININE	SINGULAR	PERSON_ANY	ABSOLUTE		BINYAN_PAAL					False	קוֹרֶצֶת	קוֹרֶצֶת
עיר	עִיר	עִיר	עיר	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	עִיר	עִיר
גוססת	גּוֹסֶסֶת	גּוֹסֵס	גוסס	ADJECTIVE		FEMININE	SINGULAR		ABSOLUTE							False	גּוֹסֶסֶת	גּוֹסֶסֶת
מ|פירה	מִ|פִּירֶה	פִּירֶה	פירה	NOUN	PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE							False	מִפִּירֶה	פִּירֶה
עצה	עֵצָה	עֵצָה	עצה	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	עֵצָה	עֵצָה

אין	אֵין	אֵין	אין	NEGATION												False	אֵין	אֵין
מוצא	מוֹצָא	מוֹצָא	מוצא	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	מוֹצָא	מוֹצָא
לא	לֹא	לֹא	לא	NEGATION												False	לֹא	לֹא
זזים	זָזִים	זוז	זוז	VERB		MASCULINE	PLURAL	PERSON_ANY		PRESENT	BINYAN_PAAL					False	זָזִים	זָזִים
מכאן	מִכָּאן	כָּאן	כאן	ADVERB												False	מִכָּאן	מִכָּאן

אין	אֵין	אֵין	אין	NEGATION												False	אֵין	אֵין
מוצא	מוֹצָא	מוֹצָא	מוצא	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	מוֹצָא	מוֹצָא
ו|אוזל	וְ|אוֹזֵל	אזל	אזל	VERB	CONJUNCTION	MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	וְאוֹזֵל	אוֹזֵל
ה|זמן	הַ|זְּמַן	זְמַן	זמן	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַזְּמַן	זְמַן

אין	אֵין	אֵין	אין	NEGATION												False	אֵין	אֵין
מוצא	מוֹצָא	מוֹצָא	מוצא	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	מוֹצָא	מוֹצָא
ו|רק	וְ|רַק	רַק	רק	ADVERB	CONJUNCTION											False	וְרַק	רַק
ה|אור	הָ|אוֹר	אוֹר	אור	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הָאוֹר	אוֹר
דוהר	דּוֹהֵר	דהר	דהר	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	דּוֹהֵר	דּוֹהֵר
מתגבר	מִתְגַּבֵּר	גבר	גבר	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_HITPAEL					False	מִתְגַּבֵּר	מִתְגַּבֵּר

אין	אֵין	אֵין	אין	NEGATION												False	אֵין	אֵין
מוצא	מוֹצָא	מוֹצָא	מוצא	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	מוֹצָא	מוֹצָא
ב|מרחב	בְּ|מֶרְחָב	מֶרְחָב	מרחב	NOUN	PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE							False	בְּמֶרְחָב	מֶרְחָב
חסום	חָסוּם	חָסוּם	חסום	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	חָסוּם	חָסוּם

אין	אֵין	אֵין	אין	NEGATION												False	אֵין	אֵין
מוצא	מוֹצָא	מוֹצָא	מוצא	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	מוֹצָא	מוֹצָא
זה	זֶה	זֶה	זה	PRONOUN		MASCULINE	SINGULAR	PERSON_3								False	זֶה	זֶה
מבוי	מָבוֹי	מָבוֹי	מבוי	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	מָבוֹי	מָבוֹי
סתום	סָתוּם	סָתוּם	סתום	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	סָתוּם	סָתוּם

אין	אֵין	אֵין	אין	NEGATION												False	אֵין	אֵין
מוצא	מוֹצָא	מוֹצָא	מוצא	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	מוֹצָא	מוֹצָא
ו|רק	וְ|רַק	רַק	רק	ADVERB	CONJUNCTION											False	וְרַק	רַק
ה|אור	הָ|אוֹר	אוֹר	אור	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הָאוֹר	אוֹר
דוהר	דּוֹהֵר	דהר	דהר	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	דּוֹהֵר	דּוֹהֵר
מתגבר	מִתְגַּבֵּר	גבר	גבר	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_HITPAEL					False	מִתְגַּבֵּר	מִתְגַּבֵּר

אין	אֵין	אֵין	אין	NEGATION												False	אֵין	אֵין
מוצא	מוֹצָא	מוֹצָא	מוצא	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	מוֹצָא	מוֹצָא

ה|אספלט	הָ|אַסְפַלְט	אַסְפַלְט	אספלט	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הָאַסְפַלְט	אַסְפַלְט
נמס	נָמַס	מסס	מסס	VERB		MASCULINE	SINGULAR	PERSON_3		PAST	BINYAN_NIFAL					False	נָמַס	נָמַס
ב|דרך	בַּ|דֶּרֶךְ	דֶּרֶךְ	דרך	NOUN	DEFINITEARTICLE+PREPOSITION	FEMININE	SINGULAR		ABSOLUTE							False	בַּדֶּרֶךְ	דֶּרֶךְ
ו|בניין	וּ|בִנְיָן	בִּנְיָן	בניין	NOUN	CONJUNCTION	MASCULINE	SINGULAR		ABSOLUTE							False	וּבִנְיָן	בִּנְיָן
נסדק	נִסְדַּק	סדק	סדק	VERB		MASCULINE	SINGULAR	PERSON_3		PAST	BINYAN_NIFAL					False	נִסְדַּק	נִסְדַּק

מישהי	מִישֶׁהִי	מִישֶׁהוּ	מישהו	PRONOUN		FEMININE	SINGULAR	PERSON_3								False	מִישֶׁהִי	מִישֶׁהִי
כורעת	כּוֹרַעַת	כרע	כרע	VERB		FEMININE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	כּוֹרַעַת	כּוֹרַעַת
ברך	בֶּרֶךְ	בֶּרֶךְ	ברך	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	בֶּרֶךְ	בֶּרֶךְ
כמו	כְּמוֹ	כְּמוֹ	כמו	PREPOSITION												False	כְּמוֹ	כְּמוֹ
סוף	סוֹף	סוֹף	סוף	NOUN		MASCULINE	SINGULAR		CONSTRUCT							False	סוֹף	סוֹף
ה|משחק	הַ|מִּשְׂחָק	מִשְׂחָק	משחק	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַמִּשְׂחָק	מִשְׂחָק

ה|ביבים	הַ|בִּיבִים	בִּיב	ביב	NOUN	DEFINITEARTICLE	MASCULINE	PLURAL		ABSOLUTE							False	הַבִּיבִים	בִּיבִים
וה|שמיים	וְהַ|שָּׁמַיִם	שָׁמַיִם	שמיים	NOUN	CONJUNCTION+DEFINITEARTICLE	MASCULINE	DUAL		ABSOLUTE							False	וְהַשָּׁמַיִם	שָׁמַיִם

יחד	יַחַד	יַחַד	יחד	ADVERB												False	יַחַד	יַחַד
כמו	כְּמוֹ	כְּמוֹ	כמו	PREPOSITION												False	כְּמוֹ	כְּמוֹ
ביצה	בֵּיצָה	בֵּיצָה	ביצה	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	בֵּיצָה	בֵּיצָה

אין	אֵין	אֵין	אין	NEGATION												False	אֵין	אֵין
מוצא	מוֹצָא	מוֹצָא	מוצא	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	מוֹצָא	מוֹצָא
...	...			PUNCTUATION												False	...	...



#	#			PUNCTUATION												False	#	#
#	#			PUNCTUATION												False	#	#
#	#			PUNCTUATION												False	#	#
שלח	שָׁלַח	שׁלח	שׁלח	VERB		MASCULINE	SINGULAR	PERSON_3		PAST	BINYAN_PAAL					False	שָׁלַח	שָׁלַח
לי	לִי	לְ	ל	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	לִי	לִי
מלאך	מַלְאָךְ	מַלְאָךְ	מלאך	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	מַלְאָךְ	מַלְאָךְ
/	/			PUNCTUATION												False	/	/
מ|שינה	מִ|שֵּׁנָה	שֵׁנָה	שינה	NOUN	PREPOSITION	FEMININE	SINGULAR		ABSOLUTE							False	מִשֵּׁנָה	שֵׁנָה

שלח	שָׁלַח	שׁלח	שׁלח	VERB		MASCULINE	SINGULAR	PERSON_3		PAST	BINYAN_PAAL					False	שָׁלַח	שָׁלַח
לי	לִי	לְ	ל	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	לִי	לִי
מלאך	מַלְאָךְ	מַלְאָךְ	מלאך	PROPERNAME												False	מַלְאָךְ	מַלְאָךְ

ש|יקח	שֶׁ|יִּקַּח	לקח	לקח	VERB	RELATIVIZIER_SUBORDINATINGCONJUNCTION	MASCULINE	SINGULAR	PERSON_3		FUTURE	BINYAN_PAAL					False	שֶׁיִּקַּח	יִקַּח
,	,			PUNCTUATION												False	,	,
ש|יקח	שֶׁ|יִּקַּח	לקח	לקח	VERB	RELATIVIZIER_SUBORDINATINGCONJUNCTION	MASCULINE	SINGULAR	PERSON_3		FUTURE	BINYAN_PAAL					False	שֶׁיִּקַּח	יִקַּח
אותי	אוֹתִי	אֶת	את	AT_PREP								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	אוֹתִי	אוֹתִי
ל|לב	לַ|לֵּב	לֵב	לב	NOUN	DEFINITEARTICLE+PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE							False	לַלֵּב	לֵב

ש|אוהב	שֶׁ|אוֹהֵב	אהב	אהב	VERB	RELATIVIZIER_SUBORDINATINGCONJUNCTION	MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	שֶׁאוֹהֵב	אוֹהֵב
